Client Order ID,Instrument,Side,Quantity,Price
o002044,Tulip,2,940,19.0
o002045,Lavender,1,70,14.5
o002046,Lotus,1,960,11.0
o002047,Orchid,2,120,16.0
o002048,Lotus,1,310,16.0
o002049,Rose,1,270,12.5
o002050,Tulip,2,370,12.0
o002051,Rose,2,630,16.5
o002052,Lotus,1,460,11.5
o002053,Lotus,1,630,17.0
o002054,Tulip,2,350,19.0
o002055,Orchid,2,120,16.5
o002056,Lotus,1,560,16.5
o002057,Rose,1,660,15.0
o002058,Tulip,1,830,12.0
o002059,Tulip,1,380,17.0
o002060,Tulip,1,620,14.5
o002061,Lavender,1,880,14.5
o002062,Lavender,2,380,19.0
o002063,Rose,1,60,18.0
o002064,Rose,2,530,11.5
o002065,Tulip,2,460,14.0
o002066,Orchid,1,990,18.0
o002067,Rose,1,950,17.0
o002068,Lavender,1,510,10.5
o002069,Rose,2,910,14.5
o002070,Lotus,2,970,17.0
o002071,Orchid,2,440,12.5
o002072,Lavender,1,110,19.5
o002073,Lotus,1,560,18.5
o002074,Rose,1,510,11.5
o002075,Rose,1,840,17.5
o002076,Tulip,2,850,19.5
o002077,Tulip,2,800,19.5
o002078,Lotus,2,390,11.0
o002079,Lavender,1,20,13.0
o002080,Rose,1,900,13.0
o002081,Rose,1,620,12.0
o002082,Lavender,2,810,18.5
o002083,Lavender,1,390,17.0
o002084,Lavender,2,550,10.0
o002085,Rose,1,200,17.0
o002086,Tulip,2,30,17.0
o002087,Orchid,1,260,14.5
o002088,Orchid,2,70,15.0
o002089,Rose,1,810,16.5
o002090,Tulip,2,950,19.0
o002091,Orchid,2,50,17.5
o002092,Tulip,2,660,19.0
o002093,Orchid,2,300,10.5
o002094,Orchid,1,550,19.0
o002095,Lotus,1,350,16.5
o002096,Tulip,1,640,19.5
o002097,Lotus,2,900,16.5
o002098,Rose,1,370,13.0
o002099,Tulip,2,570,13.5
o002100,Orchid,1,760,15.0
o002101,Orchid,2,170,14.5
o002102,Tulip,2,870,15.5
o002103,Tulip,1,800,13.0
o002104,Lotus,1,860,17.5
o002105,Lavender,1,260,12.5
o002106,Orchid,2,130,16.5
o002107,Tulip,2,310,13.0
o002108,Orchid,1,30,15.5
o002109,Lotus,2,870,12.5
o002110,Lavender,1,90,15.0
o002111,Tulip,1,800,13.5
o002112,Rose,1,630,14.0
o002113,Lotus,2,990,10.5
o002114,Orchid,2,200,18.0
o002115,Orchid,1,910,10.5
o002116,Tulip,2,970,11.5
o002117,Rose,1,720,10.5
o002118,Orchid,1,220,11.5
o002119,Lavender,2,210,14.5
o002120,Tulip,2,940,11.5
o002121,Lavender,2,430,12.0
o002122,Rose,1,570,16.5
o002123,Rose,1,610,15.0
o002124,Lotus,1,110,14.0
o002125,Lotus,2,470,13.5
o002126,Lavender,2,300,12.0
o002127,Tulip,2,530,17.0
o002128,Orchid,2,40,17.0
o002129,Lavender,1,920,18.0
o002130,Rose,1,440,15.0
o002131,Tulip,1,560,10.5
o002132,Tulip,1,850,12.0
o002133,Orchid,1,810,18.0
o002134,Lotus,2,520,18.5
o002135,Lotus,2,450,10.0
o002136,Lotus,1,900,16.0
o002137,Tulip,1,700,19.5
o002138,Orchid,2,900,15.5
o002139,Tulip,1,390,11.0
o002140,Rose,2,500,12.0
o002141,Orchid,2,280,11.0
o002142,Orchid,2,670,15.0
o002143,Lavender,1,40,18.5
o002144,Orchid,2,310,14.5
o002145,Tulip,1,940,10.5
o002146,Lotus,2,810,18.0
o002147,Lotus,1,70,11.5
o002148,Tulip,2,740,10.0
o002149,Tulip,2,310,19.0
o002150,Orchid,1,450,14.5
o002151,Lotus,1,920,16.0
o002152,Orchid,1,140,15.0
o002153,Orchid,1,1000,15.5
o002154,Tulip,1,190,16.5
o002155,Tulip,1,120,10.5
o002156,Tulip,1,610,13.0
o002157,Tulip,1,480,18.0
o002158,Tulip,2,340,19.0
o002159,Tulip,2,570,17.5
o002160,Tulip,1,190,18.0
o002161,Lavender,2,920,17.0
o002162,Lavender,1,890,13.0
o002163,Tulip,2,50,12.5
o002164,Orchid,2,160,19.5
o002165,Tulip,1,160,15.5
o002166,Orchid,2,60,18.0
o002167,Lavender,1,480,14.5
o002168,Lotus,2,380,17.5
o002169,Rose,1,190,19.0
o002170,Tulip,1,400,14.5
o002171,Lavender,1,950,17.5
o002172,Rose,1,710,15.5
o002173,Rose,1,540,17.5
o002174,Orchid,2,730,17.0
o002175,Lotus,2,610,19.5
o002176,Lavender,1,650,17.0
o002177,Tulip,2,200,15.0
o002178,Rose,2,500,13.5
o002179,Tulip,2,700,10.5
o002180,Tulip,2,830,11.0
o002181,Lavender,1,740,14.5
o002182,Orchid,1,830,18.5
o002183,Rose,1,800,18.5
o002184,Orchid,1,730,18.0
o002185,Lavender,2,650,10.0
o002186,Rose,1,30,14.0
o002187,Lavender,1,910,19.0
o002188,Tulip,1,690,19.5
o002189,Lotus,2,760,10.5
o002190,Tulip,1,440,16.5
o002191,Lavender,2,40,18.0
o002192,Lotus,2,330,11.0
o002193,Rose,1,700,12.5
o002194,Lotus,1,240,14.0
o002195,Rose,1,400,16.5
o002196,Lavender,1,790,15.0
o002197,Lavender,1,920,10.5
o002198,Lotus,2,130,15.0
o002199,Lavender,2,420,14.0
o002200,Tulip,1,70,13.0
o002201,Lavender,1,640,18.0
o002202,Orchid,2,150,14.0
o002203,Rose,2,600,18.5
o002204,Tulip,1,620,10.0
o002205,Tulip,1,30,14.0
o002206,Orchid,1,320,18.5
o002207,Lavender,2,730,16.5
o002208,Tulip,1,820,18.0
o002209,Lavender,1,480,18.5
o002210,Lavender,1,690,16.5
o002211,Orchid,2,60,10.0
o002212,Tulip,2,840,12.5
o002213,Rose,1,620,14.0
o002214,Orchid,2,880,16.0
o002215,Lotus,1,750,18.0
o002216,Lotus,1,210,18.5
o002217,Orchid,1,390,11.0
o002218,Tulip,1,180,18.5
o002219,Lotus,2,270,19.5
o002220,Orchid,2,880,15.0
o002221,Lotus,2,350,13.5
o002222,Lotus,2,270,17.0
o002223,Orchid,2,30,12.0
o002224,Rose,2,10,10.0
o002225,Lavender,2,720,17.5
o002226,Tulip,1,840,11.0
o002227,Orchid,1,860,17.0
o002228,Rose,2,490,19.5
o002229,Lotus,2,230,10.0
o002230,Rose,2,480,13.0
o002231,Tulip,1,290,10.0
o002232,Lotus,2,250,11.0
o002233,Orchid,2,920,13.5
o002234,Lavender,2,470,10.5
o002235,Lotus,2,910,19.5
o002236,Lavender,1,260,16.0
o002237,Rose,2,730,18.0
o002238,Tulip,1,710,13.0
o002239,Orchid,1,90,19.0
o002240,Lavender,1,170,14.0
o002241,Orchid,1,670,14.0
o002242,Lavender,1,890,18.5
o002243,Orchid,2,880,18.5
o002244,Tulip,1,550,10.5
o002245,Lotus,2,530,14.0
o002246,Rose,2,640,15.5
o002247,Orchid,1,930,13.5
o002248,Rose,2,540,18.5
o002249,Tulip,2,10,16.0
o002250,Lavender,2,110,19.0
o002251,Rose,1,890,16.5
o002252,Rose,1,260,12.5
o002253,Lotus,2,90,11.5
o002254,Rose,2,560,10.0
o002255,Orchid,2,330,13.5
o002256,Rose,2,310,15.0
o002257,Rose,2,670,13.5
o002258,Rose,2,980,11.5
o002259,Tulip,1,110,10.5
o002260,Rose,2,410,11.0
o002261,Lavender,1,570,10.5
o002262,Lotus,2,90,11.5
o002263,Rose,1,380,16.0
o002264,Tulip,1,800,16.5
o002265,Lavender,1,590,16.0
o002266,Tulip,2,800,19.5
o002267,Rose,2,840,10.0
o002268,Tulip,2,760,13.0
o002269,Rose,1,20,19.5
o002270,Rose,1,740,12.0
o002271,Orchid,2,460,16.5
o002272,Tulip,2,240,13.5
o002273,Lavender,1,80,12.0
o002274,Lotus,2,660,15.5
o002275,Lotus,1,190,17.5
o002276,Lotus,2,380,15.5
o002277,Rose,1,80,13.5
o002278,Orchid,1,550,15.5
o002279,Lavender,1,820,13.0
o002280,Rose,2,250,17.5
o002281,Tulip,2,750,19.0
o002282,Lotus,2,540,15.0
o002283,Lavender,1,590,10.5
o002284,Tulip,1,10,13.5
o002285,Lavender,2,800,13.0
o002286,Lavender,2,950,15.0
o002287,Tulip,1,520,12.5
o002288,Rose,2,20,11.0
o002289,Lotus,1,720,11.5
o002290,Lavender,2,570,13.0
o002291,Orchid,2,60,10.0
o002292,Lavender,1,370,12.5
o002293,Lavender,2,930,12.5
o002294,Lotus,1,230,13.0
o002295,Rose,1,340,11.5
o002296,Rose,1,490,11.5
o002297,Lotus,1,400,17.0
o002298,Lavender,2,480,12.5
o002299,Orchid,2,920,11.0
o002300,Rose,1,170,13.0
o002301,Lavender,2,890,15.5
o002302,Lotus,2,820,13.5
o002303,Rose,1,690,14.5
o002304,Lavender,2,320,10.5
o002305,Lotus,1,660,19.0
o002306,Tulip,1,940,11.0
o002307,Tulip,1,220,18.0
o002308,Tulip,2,640,18.0
o002309,Tulip,1,420,15.5
o002310,Orchid,2,920,17.5
o002311,Tulip,2,750,16.0
o002312,Orchid,1,270,13.5
o002313,Lavender,2,310,16.0
o002314,Lavender,2,550,16.0
o002315,Orchid,1,480,14.0
o002316,Orchid,1,180,11.0
o002317,Lotus,2,670,15.5
o002318,Lavender,1,600,18.0
o002319,Orchid,2,550,17.0
o002320,Tulip,2,530,15.5
o002321,Tulip,2,350,16.0
o002322,Rose,1,570,13.5
o002323,Lotus,1,460,11.0
o002324,Lotus,1,360,13.5
o002325,Rose,1,100,15.5
o002326,Rose,1,430,13.0
o002327,Lotus,2,390,14.0
o002328,Lavender,1,970,18.5
o002329,Lotus,1,990,14.5
o002330,Lotus,2,520,16.0
o002331,Orchid,1,610,18.0
o002332,Lavender,2,300,13.5
o002333,Lavender,2,300,18.0
o002334,Orchid,2,930,17.0
o002335,Lotus,1,410,13.0
o002336,Tulip,2,270,17.0
o002337,Tulip,1,480,12.0
o002338,Orchid,1,400,10.0
o002339,Tulip,2,440,13.5
o002340,Tulip,2,880,16.0
o002341,Orchid,2,420,19.0
o002342,Rose,1,180,12.0
o002343,Lotus,2,490,13.0
o002344,Tulip,1,690,16.0
o002345,Lavender,2,140,15.0
o002346,Orchid,2,820,14.5
o002347,Rose,1,140,18.5
o002348,Lavender,1,890,19.5
o002349,Tulip,1,240,13.0
o002350,Rose,2,370,13.0
o002351,Lavender,2,850,18.0
o002352,Rose,2,80,15.5
o002353,Orchid,1,220,15.0
o002354,Tulip,2,210,11.5
o002355,Lavender,2,620,11.0
o002356,Tulip,1,170,13.0
o002357,Lotus,2,910,17.5
o002358,Lavender,2,760,13.0
o002359,Orchid,2,360,13.0
o002360,Rose,1,580,11.0
o002361,Tulip,1,680,15.0
o002362,Orchid,2,590,17.0
o002363,Orchid,1,950,11.0
o002364,Lotus,2,450,14.5
o002365,Tulip,1,540,13.5
o002366,Lavender,2,590,16.0
o002367,Lavender,1,510,10.5
o002368,Lavender,1,360,18.5
o002369,Lotus,1,900,13.0
o002370,Tulip,2,980,18.5
o002371,Rose,2,100,11.5
o002372,Orchid,2,530,17.0
o002373,Lavender,2,270,18.0
o002374,Rose,2,40,11.0
o002375,Tulip,2,440,16.0
o002376,Lavender,2,50,10.0
o002377,Lotus,1,910,12.0
o002378,Lotus,2,630,17.0
o002379,Rose,1,710,13.5
o002380,Tulip,1,610,14.0
o002381,Lavender,1,30,19.5
o002382,Rose,1,380,11.5
o002383,Orchid,2,220,11.0
o002384,Rose,2,200,17.0
o002385,Lotus,1,280,10.5
o002386,Orchid,1,570,10.5
o002387,Orchid,1,500,14.5
o002388,Tulip,1,770,10.0
o002389,Rose,2,990,13.0
o002390,Lavender,2,310,13.0
o002391,Rose,1,540,10.0
o002392,Rose,2,250,11.0
o002393,Lavender,1,860,12.5
o002394,Lavender,1,540,18.0
o002395,Rose,2,420,18.5
o002396,Lavender,1,700,16.0
o002397,Tulip,1,300,13.0
o002398,Rose,2,420,12.5
o002399,Rose,2,840,15.0
o002400,Rose,2,280,17.0
o002401,Lavender,1,850,14.0
o002402,Orchid,2,60,11.0
o002403,Lavender,2,390,19.5
o002404,Tulip,1,920,18.5
o002405,Orchid,1,330,11.5
o002406,Orchid,2,810,16.0
o002407,Lavender,2,230,15.0
o002408,Tulip,1,430,10.0
o002409,Orchid,2,490,18.0
o002410,Lavender,1,300,10.0
o002411,Orchid,1,400,13.5
o002412,Tulip,1,800,11.0
o002413,Rose,1,480,17.5
o002414,Lotus,1,200,16.0
o002415,Lavender,1,310,19.5
o002416,Tulip,2,180,14.0
o002417,Lotus,1,670,16.5
o002418,Lotus,1,300,15.0
o002419,Lotus,1,270,18.5
o002420,Rose,1,880,13.5
o002421,Orchid,2,670,15.0
o002422,Lavender,2,810,10.0
o002423,Rose,2,90,13.0
o002424,Rose,1,270,12.0
o002425,Rose,1,760,18.5
o002426,Lavender,1,650,11.0
o002427,Tulip,2,400,12.5
o002428,Lavender,1,550,12.5
o002429,Orchid,1,390,14.5
o002430,Orchid,2,820,13.0
o002431,Lotus,2,110,15.5
o002432,Tulip,2,220,17.5
o002433,Tulip,2,650,19.5
o002434,Tulip,1,620,10.0
o002435,Tulip,2,110,14.5
o002436,Orchid,1,710,12.5
o002437,Lotus,2,600,14.5
o002438,Tulip,2,490,18.5
o002439,Orchid,2,100,15.0
o002440,Lavender,2,260,12.0
o002441,Lavender,1,20,18.0
o002442,Lotus,2,520,16.5
o002443,Tulip,2,500,17.5
o002444,Lotus,1,530,10.5
o002445,Rose,2,730,12.5
o002446,Lavender,2,330,15.5
o002447,Orchid,2,820,15.5
o002448,Rose,2,550,13.5
o002449,Lavender,2,50,15.5
o002450,Rose,1,340,19.5
o002451,Tulip,1,330,13.5
o002452,Orchid,1,20,11.5
o002453,Rose,2,510,19.0
o002454,Rose,1,550,12.5
o002455,Tulip,2,890,14.5
o002456,Orchid,2,760,14.5
o002457,Tulip,1,140,19.0
o002458,Lotus,1,350,13.0
o002459,Tulip,2,10,12.5
o002460,Tulip,1,130,11.0
o002461,Tulip,2,840,14.5
o002462,Tulip,1,230,15.5
o002463,Lavender,1,260,17.5
o002464,Lavender,1,580,19.0
o002465,Lavender,1,260,10.5
o002466,Lavender,1,340,16.5
o002467,Tulip,1,820,12.5
o002468,Rose,2,110,16.0
o002469,Rose,2,90,15.0
o002470,Rose,1,620,17.5
o002471,Rose,1,80,14.0
o002472,Rose,1,130,13.0
o002473,Orchid,1,490,19.5
o002474,Orchid,2,630,17.5
o002475,Lotus,2,440,15.5
o002476,Lotus,2,310,15.5
o002477,Tulip,2,790,10.5
o002478,Lotus,2,130,10.0
o002479,Tulip,2,930,12.0
o002480,Rose,1,680,14.0
o002481,Lavender,2,580,19.5
o002482,Tulip,2,850,13.0
o002483,Rose,2,30,15.5
o002484,Rose,2,870,17.0
o002485,Lavender,2,520,19.5
o002486,Rose,2,550,17.5
o002487,Rose,2,380,19.5
o002488,Lavender,1,670,19.0
o002489,Orchid,1,170,17.5
o002490,Rose,2,870,18.5
o002491,Tulip,1,580,11.5
o002492,Tulip,1,320,13.0
o002493,Lavender,1,140,16.5
o002494,Rose,1,420,16.0
o002495,Lotus,1,930,14.0
o002496,Tulip,1,860,12.0
o002497,Orchid,2,120,15.0
o002498,Lavender,1,830,15.0
o002499,Tulip,2,840,18.5
o002500,Tulip,1,290,14.0
o002501,Rose,2,120,11.5
o002502,Rose,2,950,19.0
o002503,Lavender,1,740,15.5
o002504,Lavender,2,490,19.0
o002505,Rose,2,80,19.0
o002506,Orchid,1,500,16.5
o002507,Lotus,2,870,12.0
o002508,Orchid,1,140,16.0
o002509,Rose,2,410,12.0
o002510,Lotus,1,640,17.0
o002511,Lavender,2,190,10.5
o002512,Orchid,2,400,18.0
o002513,Rose,2,910,19.0
o002514,Tulip,1,640,14.5
o002515,Tulip,1,430,12.0
o002516,Lavender,1,900,10.5
o002517,Lavender,2,940,16.0
o002518,Lotus,1,30,18.5
o002519,Tulip,2,550,17.5
o002520,Lotus,2,510,11.0
o002521,Orchid,2,370,13.0
o002522,Orchid,2,130,12.0
o002523,Lotus,1,910,14.5
o002524,Tulip,1,740,12.0
o002525,Tulip,2,380,12.0
o002526,Lavender,1,960,13.0
o002527,Rose,2,930,19.0
o002528,Rose,1,490,16.5
o002529,Lavender,1,130,15.5
o002530,Tulip,1,70,11.5
o002531,Orchid,2,760,16.5
o002532,Lavender,2,320,10.5
o002533,Rose,1,510,17.5
o002534,Lotus,1,840,16.0
o002535,Rose,2,840,16.0
o002536,Lotus,2,480,10.0
o002537,Rose,1,110,11.5
o002538,Tulip,1,30,19.0
o002539,Orchid,2,360,11.5
o002540,Orchid,1,500,17.5
o002541,Tulip,2,740,12.0
o002542,Rose,2,90,18.5
o002543,Lavender,2,900,10.0
o002544,Tulip,2,90,18.0
o002545,Orchid,1,970,13.0
o002546,Rose,1,770,12.5
o002547,Rose,2,410,11.5
o002548,Rose,1,740,13.0
o002549,Lavender,1,720,14.0
o002550,Rose,1,160,18.0
o002551,Lotus,2,700,12.5
o002552,Tulip,1,320,14.5
o002553,Rose,2,850,18.5
o002554,Tulip,1,740,17.5
o002555,Lotus,2,780,18.5
o002556,Orchid,1,890,11.5
o002557,Rose,1,50,13.0
o002558,Lavender,2,280,12.0
o002559,Orchid,1,760,15.5
o002560,Lotus,1,940,19.5
o002561,Tulip,1,710,14.0
o002562,Lotus,2,840,12.5
o002563,Tulip,2,110,14.0
o002564,Tulip,1,690,13.0
o002565,Rose,2,820,13.0
o002566,Lotus,1,540,12.0
o002567,Lotus,2,490,10.0
o002568,Orchid,1,100,14.0
o002569,Rose,1,880,18.5
o002570,Tulip,1,430,11.0
o002571,Lotus,2,1000,14.0
o002572,Lavender,1,360,10.0
o002573,Rose,2,290,16.0
o002574,Rose,1,230,18.0
o002575,Lotus,2,130,18.0
o002576,Lotus,2,710,14.0
o002577,Orchid,1,70,12.5
o002578,Lotus,2,240,15.5
o002579,Orchid,2,620,19.0
o002580,Lavender,2,20,18.0
o002581,Lavender,1,190,16.0
o002582,Orchid,2,70,15.5
o002583,Lavender,2,910,17.0
o002584,Lavender,2,460,17.0
o002585,Orchid,2,360,16.5
o002586,Orchid,1,400,11.0
o002587,Lotus,2,990,15.0
o002588,Rose,1,100,13.5
o002589,Rose,1,740,10.5
o002590,Rose,2,710,17.5
o002591,Rose,2,870,18.0
o002592,Lavender,2,640,18.0
o002593,Orchid,1,520,10.0
o002594,Orchid,1,960,10.0
o002595,Tulip,2,320,18.0
o002596,Orchid,1,780,17.0
o002597,Lavender,1,230,11.0
o002598,Lotus,1,660,15.5
o002599,Rose,2,640,16.0
o002600,Lavender,2,150,15.0
o002601,Lavender,1,380,14.5
o002602,Tulip,2,340,13.0
o002603,Rose,2,280,14.5
o002604,Orchid,1,600,19.5
o002605,Tulip,1,460,10.0
o002606,Orchid,2,430,14.5
o002607,Lotus,1,10,15.5
o002608,Lavender,2,460,10.0
o002609,Rose,2,630,13.0
o002610,Rose,1,530,11.5
o002611,Tulip,1,200,14.0
o002612,Lavender,2,510,15.5
o002613,Lotus,2,550,12.5
o002614,Orchid,2,140,17.0
o002615,Tulip,1,180,15.5
o002616,Tulip,1,460,13.0
o002617,Rose,1,370,10.5
o002618,Lavender,2,540,15.0
o002619,Rose,1,860,13.0
o002620,Tulip,2,160,16.5
o002621,Tulip,2,880,12.0
o002622,Lotus,2,650,16.0
o002623,Lavender,1,140,10.0
o002624,Lavender,1,450,18.0
o002625,Rose,1,70,15.0
o002626,Tulip,1,560,17.5
o002627,Lotus,2,630,11.0
o002628,Tulip,1,800,12.0
o002629,Orchid,1,320,14.0
o002630,Rose,2,900,13.5
o002631,Tulip,1,610,11.5
o002632,Orchid,1,250,19.0
o002633,Lavender,1,160,12.0
o002634,Tulip,1,360,13.0
o002635,Lavender,2,30,19.5
o002636,Lavender,1,70,16.0
o002637,Tulip,2,900,13.5
o002638,Lavender,2,550,17.5
o002639,Rose,2,830,10.5
o002640,Lotus,1,350,15.5
o002641,Lotus,2,920,16.5
o002642,Lavender,2,70,12.5
o002643,Rose,1,70,15.0
o002644,Lavender,2,610,14.0
o002645,Orchid,1,560,12.5
o002646,Lotus,2,470,15.0
o002647,Lotus,1,130,10.0
o002648,Orchid,1,430,15.5
o002649,Lotus,2,310,14.0
o002650,Lavender,2,120,11.5
o002651,Lavender,1,60,19.0
o002652,Lavender,1,910,17.0
o002653,Rose,1,700,19.5
o002654,Lotus,2,930,17.5
o002655,Lavender,1,60,12.0
o002656,Lavender,2,710,14.0
o002657,Orchid,2,470,17.0
o002658,Rose,2,90,17.5
o002659,Tulip,1,220,19.5
o002660,Lotus,1,380,10.5
o002661,Orchid,1,890,13.0
o002662,Tulip,2,880,18.5
o002663,Orchid,1,220,17.0
o002664,Orchid,2,720,16.0
o002665,Tulip,2,270,12.5
o002666,Rose,1,740,13.0
o002667,Orchid,1,660,17.0
o002668,Orchid,2,390,13.5
o002669,Lotus,2,710,11.5
o002670,Lavender,1,60,18.5
o002671,Lavender,2,60,12.0
o002672,Lotus,1,350,10.5
o002673,Lavender,1,690,11.5
o002674,Rose,2,810,19.5
o002675,Lotus,2,110,18.5
o002676,Lotus,1,530,19.5
o002677,Lotus,2,80,10.0
o002678,Lotus,1,940,14.0
o002679,Lavender,2,30,18.5
o002680,Orchid,1,930,16.0
o002681,Lotus,1,570,13.5
o002682,Lotus,2,270,19.0
o002683,Tulip,1,580,13.5
o002684,Tulip,2,190,17.5
o002685,Rose,2,240,17.0
o002686,Lavender,1,250,19.0
o002687,Tulip,1,830,14.5
o002688,Rose,2,210,12.5
o002689,Tulip,1,90,12.0
o002690,Rose,2,320,17.0
o002691,Tulip,1,930,18.0
o002692,Lavender,1,780,11.5
o002693,Tulip,2,30,11.5
o002694,Rose,1,170,13.5
o002695,Rose,2,190,19.5
o002696,Rose,1,140,18.5
o002697,Lotus,1,260,12.0
o002698,Tulip,2,210,14.5
o002699,Lotus,2,200,13.5
o002700,Rose,2,810,18.5
o002701,Rose,1,60,11.5
o002702,Orchid,2,140,18.0
o002703,Tulip,1,10,13.5
o002704,Rose,1,550,16.0
o002705,Lavender,2,840,14.5
o002706,Lavender,2,880,11.5
o002707,Tulip,1,150,13.5
o002708,Rose,2,460,11.0
o002709,Orchid,2,160,15.5
o002710,Rose,1,780,12.0
o002711,Lavender,2,680,15.0
o002712,Orchid,1,870,16.5
o002713,Lavender,2,800,14.5
o002714,Lotus,1,350,17.5
o002715,Lotus,2,920,11.0
o002716,Rose,1,1000,12.0
o002717,Lotus,1,500,17.0
o002718,Tulip,1,150,19.0
o002719,Tulip,2,190,11.0
o002720,Lotus,1,240,16.0
o002721,Lotus,2,640,16.5
o002722,Tulip,2,780,15.0
o002723,Lavender,1,500,16.5
o002724,Orchid,2,690,18.5
o002725,Tulip,1,500,11.0
o002726,Orchid,2,680,19.0
o002727,Lavender,1,310,15.5
o002728,Rose,1,30,15.5
o002729,Orchid,2,180,11.5
o002730,Rose,2,470,12.0
o002731,Lotus,2,190,18.5
o002732,Tulip,1,270,13.5
o002733,Rose,1,160,12.0
o002734,Tulip,1,900,16.5
o002735,Lotus,1,900,11.5
o002736,Orchid,1,620,19.5
o002737,Lavender,1,190,15.5
o002738,Lavender,1,320,11.0
o002739,Rose,2,200,12.5
o002740,Tulip,1,960,18.0
o002741,Lotus,2,530,15.0
o002742,Tulip,1,370,11.5
o002743,Lavender,1,830,10.5
o002744,Orchid,1,650,12.5
o002745,Rose,2,550,17.0
o002746,Orchid,2,740,18.0
o002747,Lotus,1,550,12.5
o002748,Lotus,1,670,16.0
o002749,Lavender,1,520,19.5
o002750,Rose,1,510,12.5
o002751,Orchid,1,890,17.0
o002752,Tulip,2,840,16.0
o002753,Tulip,1,70,15.5
o002754,Tulip,1,350,11.5
o002755,Rose,1,470,19.5
o002756,Lotus,1,310,14.5
o002757,Lavender,1,90,13.0
o002758,Orchid,1,970,14.5
o002759,Lavender,1,820,10.5
o002760,Lavender,2,110,19.0
o002761,Orchid,1,730,17.5
o002762,Rose,1,410,11.0
o002763,Lotus,1,460,14.5
o002764,Tulip,1,410,16.0
o002765,Lotus,1,900,11.5
o002766,Lotus,2,950,18.0
o002767,Rose,1,40,19.0
o002768,Tulip,2,760,10.5
o002769,Lotus,1,200,17.0
o002770,Rose,1,920,13.5
o002771,Lavender,1,990,12.5
o002772,Orchid,2,580,12.0
o002773,Lotus,2,470,19.5
o002774,Tulip,1,920,16.0
o002775,Lavender,1,790,19.5
o002776,Rose,1,730,17.5
o002777,Rose,1,190,14.5
o002778,Orchid,1,640,11.5
o002779,Tulip,2,220,14.5
o002780,Lavender,1,360,19.0
o002781,Lotus,2,120,11.0
o002782,Lavender,2,340,17.5
o002783,Lotus,2,840,12.0
o002784,Rose,2,60,15.5
o002785,Lotus,2,530,19.5
o002786,Lavender,2,470,18.0
o002787,Orchid,2,480,11.0
o002788,Tulip,2,340,10.5
o002789,Orchid,1,950,13.5
o002790,Orchid,1,200,11.5
o002791,Lotus,2,210,19.0
o002792,Tulip,1,290,16.0
o002793,Tulip,1,450,17.0
o002794,Tulip,2,140,11.0
o002795,Lavender,1,510,16.5
o002796,Lavender,2,430,11.0
o002797,Lotus,2,780,17.5
o002798,Lavender,2,150,14.0
o002799,Tulip,1,700,12.0
o002800,Tulip,1,820,13.0
o002801,Lotus,1,770,16.0
o002802,Rose,2,560,17.5
o002803,Lavender,1,280,10.0
o002804,Tulip,2,330,12.5
o002805,Rose,1,90,14.0
o002806,Tulip,1,390,17.0
o002807,Tulip,1,860,14.0
o002808,Lavender,1,120,16.5
o002809,Lotus,2,220,13.0
o002810,Lotus,2,620,17.5
o002811,Orchid,1,900,16.5
o002812,Lotus,2,20,18.5
o002813,Orchid,1,100,19.0
o002814,Orchid,1,420,15.0
o002815,Rose,1,590,12.0
o002816,Tulip,2,150,16.5
o002817,Lotus,1,580,12.0
o002818,Tulip,1,50,13.0
o002819,Lavender,2,900,18.5
o002820,Lavender,2,280,15.5
o002821,Lavender,1,870,19.0
o002822,Rose,2,470,10.0
o002823,Lotus,2,650,11.5
o002824,Tulip,2,530,16.5
o002825,Lotus,2,700,16.5
o002826,Orchid,2,150,12.5
o002827,Tulip,2,480,12.5
o002828,Orchid,1,700,16.5
o002829,Tulip,2,850,16.5
o002830,Lotus,1,120,11.5
o002831,Rose,1,790,16.5
o002832,Rose,2,960,19.5
o002833,Orchid,1,820,17.0
o002834,Orchid,1,860,14.5
o002835,Tulip,1,290,17.0
o002836,Orchid,2,150,13.0
o002837,Tulip,1,450,17.0
o002838,Tulip,2,10,15.5
o002839,Lavender,2,350,14.0
o002840,Lotus,2,870,13.5
o002841,Rose,2,50,10.0
o002842,Rose,1,480,18.0
o002843,Orchid,2,430,12.5
o002844,Orchid,2,310,18.5
o002845,Tulip,1,790,16.0
o002846,Rose,2,170,16.0
o002847,Lavender,2,410,18.0
o002848,Lavender,2,300,11.5
o002849,Lavender,1,810,19.0
o002850,Tulip,2,710,12.5
o002851,Lotus,1,120,11.0
o002852,Rose,2,20,19.0
o002853,Lavender,1,800,18.5
o002854,Rose,2,40,12.0
o002855,Tulip,2,240,13.5
o002856,Lavender,2,250,18.5
o002857,Lavender,2,990,14.0
o002858,Rose,2,110,12.0
o002859,Rose,1,150,17.0
o002860,Orchid,1,140,12.0
o002861,Lotus,2,240,11.0
o002862,Rose,2,470,13.0
o002863,Tulip,1,630,10.0
o002864,Tulip,1,630,11.0
o002865,Lavender,2,490,15.0
o002866,Tulip,1,240,14.5
o002867,Rose,1,850,19.0
o002868,Orchid,1,160,15.0
o002869,Lotus,2,790,19.5
o002870,Orchid,1,210,18.0
o002871,Lotus,1,250,19.5
o002872,Rose,1,670,18.0
o002873,Lavender,1,470,11.5
o002874,Lavender,1,420,12.0
o002875,Lavender,1,940,12.0
